,title,cast,crew,genres,keywords
92,How to Train Your Dragon,"['JayBaruchel', 'GerardButler', 'CraigFerguson']",['ChrisSanders'],"['Fantasy', 'Adventure', 'Animation', 'Family']","['flying', 'blacksmith', 'arena', 'island', 'night', 'ship', 'training', 'village', 'forest', 'viking', 'friendship', 'ignorance', 'flight', 'nest', 'dragon', 'battle', 'combat', 'well', 'warrior']"
93,Terminator 3: Rise of the Machines,"['ArnoldSchwarzenegger', 'NickStahl', 'ClaireDanes']",['JonathanMostow'],"['Action', 'Thriller', 'ScienceFiction']","['savingtheworld', 'artificialintelligence', 'manvsmachine', 'cyborg', 'killerrobot', 'sunglasses', 'leatherjacket', 'nanotechnology', 'rocketlauncher', 'firemen', 'veterinarian', 'fireengine', 'dystopia', 'psychiatrist']"
94,Guardians of the Galaxy,"['ChrisPratt', 'ZoeSaldana', 'DaveBautista']",['JamesGunn'],"['Action', 'ScienceFiction', 'Adventure']","['marvelcomic', 'spaceship', 'space', 'outerspace', 'orphan', 'adventurer', 'aftercreditsstinger', 'duringcreditsstinger', 'marvelcinematicuniverse']"
95,Interstellar,"['MatthewMcConaughey', 'JessicaChastain', 'AnneHathaway']",['ChristopherNolan'],"['Adventure', 'Drama', 'ScienceFiction']","['savingtheworld', 'artificialintelligence', 'fathersonrelationship', 'singleparent', 'nasa', 'expedition', 'wormhole', 'spacetravel', 'famine', 'blackhole', 'dystopia', 'raceagainsttime', 'quantummechanics', 'spaceship', 'space', 'rescue', 'familyrelationships', 'farmhouse', 'robot', 'astronaut', 'scientist', 'fatherdaughterrelationship', 'singlefather', 'farmer', 'spacestation', 'imax', 'astrophysics', 'zerogravity', 'courage', 'timeparadox', 'relativity']"
96,Inception,"['LeonardoDiCaprio', 'JosephGordon-Levitt', 'EllenPage']",['ChristopherNolan'],"['Action', 'Thriller', 'ScienceFiction', 'Mystery', 'Adventure']","['lossoflover', 'dream', 'kidnapping', 'sleep', 'subconsciousness', 'heist', 'redemption', 'femalehero']"
97,Shin Godzilla,"['HirokiHasegawa', 'YutakaTakenouchi', 'SatomiIshihara']",['HideakiAnno'],"['Action', 'Adventure', 'Drama', 'Horror', 'ScienceFiction']","['monster', 'godzilla', 'giantmonster', 'destruction', 'kaiju', 'toyko']"
98,The Hobbit: An Unexpected Journey,"['IanMcKellen', 'MartinFreeman', 'RichardArmitage']",['PeterJackson'],"['Adventure', 'Fantasy', 'Action']","['riddle', 'elves', 'dwarves', 'orcs', 'middle-earth(tolkien)', 'hobbit', 'mountains', 'wizard', 'journey', 'ring', 'goblin', 'courage', 'giant', 'tunnel', 'undergroundlake', 'buriedtreasure', 'climbingatree', 'invisibility', 'ancient', 'gnomes']"
99,The Fast and the Furious,"['PaulWalker', 'VinDiesel', 'MichelleRodriguez']",['RobCohen'],"['Action', 'Crime', 'Thriller']","['streetgang', 'carrace', 'undercover', 'auto-tuning', 'losangeles', 'car', 'automobileracing', 'aftercreditsstinger', 'duringcreditsstinger']"
100,The Curious Case of Benjamin Button,"['CateBlanchett', 'BradPitt', 'TildaSwinton']",['DavidFincher'],"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']","['diary', 'navy', 'funeral', 'tea', 'travel', 'hospital']"
101,X-Men: First Class,"['JamesMcAvoy', 'MichaelFassbender', 'JenniferLawrence']",['MatthewVaughn'],"['Action', 'ScienceFiction', 'Adventure']","['cia', 'mutant', 'mine', 'marvelcomic', 'superhero', 'basedoncomicbook', 'superhuman', 'historicalfiction', 'nuclearwar', 'cubanmissilecrisis', 'worldwariii', '1960s']"
102,The Hunger Games: Mockingjay - Part 2,"['JenniferLawrence', 'JoshHutcherson', 'LiamHemsworth']",['FrancisLawrence'],"['Action', 'Adventure', 'ScienceFiction']","['revolution', 'strongwoman', 'dystopia', 'gameofdeath', '3d', 'basedonyoungadultnovel']"
103,The Sorcerer's Apprentice,"['NicolasCage', 'JayBaruchel', 'MonicaBellucci']",['JonTurteltaub'],"['Fantasy', 'Adventure', 'Action', 'Comedy', 'Drama']","['witch', 'fire', 'wolf', 'fountain', 'magic', 'book', 'castle', 'water', 'apprentice', 'training', 'merlin', 'love', 'mission', 'sorcerer', 'dragon', 'aftercreditsstinger', 'apprendista', 'morgana']"
104,Poseidon,"['KurtRussell', 'RichardDreyfuss', 'JoshLucas']",['WolfgangPetersen'],"['Adventure', 'Action', 'Drama', 'Thriller']","[""newyear'seve"", 'fire', 'drowning', 'cataclysm', 'lossoffather', 'atlanticocean', 'ball', 'self-abandonment', 'shipwreck', 'giantwave', 'blackout', 'ship', 'daughter', 'single', 'escape', 'capsizedship']"
105,Alice Through the Looking Glass,"['JohnnyDepp', 'MiaWasikowska', 'AnneHathaway']",['JamesBobin'],['Fantasy'],"['basedonnovel', 'clock', 'queen', 'sequel', 'aliceinwonderland', 'darkfantasy', 'madhatter', '3d']"
106,Shrek the Third,"['MikeMyers', 'EddieMurphy', 'CameronDiaz']",['ChrisMiller'],"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']","['ambush', 'sadness', 'stage', 'liberationofprisoners', 'island', 'traitor', 'shipwreck', 'prince', 'ship', 'donkey', 'kingdom', 'theatreplay', 'transformation', 'conciliation', 'tricks', 'heirtothethrone', 'assault', 'boardingschool', ""coupd'etat"", 'teacher', 'bestfriend', 'dragon', 'cowardliness', 'pregnancy', 'capture', 'duringcreditsstinger']"
107,Warcraft,"['PaulaPatton', 'TravisFimmel', 'BenFoster']",['DuncanJones'],"['Action', 'Adventure', 'Fantasy']","['videogame', 'elves', 'orcs', 'magic', 'chase', 'basedoncomicbook', 'sorcerer', 'fictionalwar', 'basedonvideogame', 'wizard', 'fictionallanguage', 'muscles', 'orc', 'swordandsorcery']"
108,Terminator Genisys,"['ArnoldSchwarzenegger', 'JasonClarke', 'EmiliaClarke']",['AlanTaylor'],"['ScienceFiction', 'Action', 'Thriller', 'Adventure']","['savingtheworld', 'artificialintelligence', 'cyborg', 'killerrobot', 'future', 'timetravel', 'dystopia', 'sequel', 'fiction', 'duringcreditsstinger', '3d']"
109,The Chronicles of Narnia: The Voyage of the Dawn Treader,"['SkandarKeynes', 'GeorgieHenley', 'SimonPegg']",['MichaelApted'],"['Adventure', 'Family', 'Fantasy']","['basedonnovel', 'magic', 'goodvsevil', 'king', 'narnia', 'fantasyworld', 'knifeheldtothroat', 'snowing', 'quest']"
110,Pearl Harbor,"['BenAffleck', 'JoshHartnett', 'KateBeckinsale']",['MichaelBay'],"['History', 'Romance', 'War']","['nurse', 'patriotism', 'hawaii', 'worldwarii', 'pilot', 'pearlharbor', 'u.s.airforce', 'airplane', 'war', 'army', 'love', 'pin-up']"
111,Transformers,"['ShiaLaBeouf', 'JoshDuhamel', 'MeganFox']",['MichaelBay'],"['Adventure', 'ScienceFiction', 'Action']","['destroy', 'transformation', 'alien', 'basedontoy', 'transformers', 'robot', 'duringcreditsstinger', 'teenagehero']"
112,Alexander,"['ColinFarrell', 'AngelinaJolie', 'ValKilmer']",['OliverStone'],"['War', 'History', 'Action', 'Adventure', 'Drama', 'Romance']","['aristotle', 'egypt', 'greece', 'persia', 'elephant', 'campaign', 'alexanderthegreat', 'homosexuality', 'gayrelationship', 'ancientworld']"
113,Harry Potter and the Order of the Phoenix,"['DanielRadcliffe', 'RupertGrint', 'EmmaWatson']",['DavidYates'],"['Adventure', 'Fantasy', 'Family', 'Mystery']","['prophecy', 'witch', 'lossoflover', 'magic', 'cuttingthecord', 'childhero', 'dyinganddeath', 'broom', ""sorcerer'sapprentice"", 'schoolofwitchcraft', 'blackmagic', 'deathofafriend', 'sorcery', 'occultism']"
114,Harry Potter and the Goblet of Fire,"['DanielRadcliffe', 'RupertGrint', 'EmmaWatson']",['MikeNewell'],"['Adventure', 'Fantasy', 'Family']","['magic', 'dyinganddeath', 'broom', ""sorcerer'sapprentice"", 'schoolofwitchcraft', 'chosenone', 'blackmagic', 'boardingschool', 'vision', 'tournament', 'teenager', 'wizard', 'teenagehero', 'basedonyoungadultnovel']"
115,Hancock,"['WillSmith', 'CharlizeTheron', 'JasonBateman']",['PeterBerg'],"['Fantasy', 'Action']","['flying', 'alcohol', ""loveofone'slife"", 'forbiddenlove', 'lovers', 'affection', 'advertisingexpert', 'alcoholism', 'invulnerability', 'superhero', 'pokies', 'duringcreditsstinger']"
116,I Am Legend,"['WillSmith', 'AliceBraga', 'CharlieTahan']",['FrancisLawrence'],"['Drama', 'Horror', 'Action', 'Thriller', 'ScienceFiction']","['savingtheworld', 'lostcivilisation', 'post-apocalyptic', 'dystopia', 'matteroflifeanddeath', 'alone', 'helplessness', 'virus', 'pandemic']"
117,Charlie and the Chocolate Factory,"['JohnnyDepp', 'FreddieHighmore', 'DavidKelly']",['TimBurton'],"['Adventure', 'Comedy', 'Family', 'Fantasy']","['londonengland', 'fathersonrelationship', 'chocolate', 'factoryworker', 'basedonnovel', 'parentskidsrelationship', 'candy', 'overweightchild', 'grandfathergrandsonrelationship', 'teacher']"
118,Ratatouille,"['PattonOswalt', 'IanHolm', 'LouRomano']",['JanPinkava'],"['Animation', 'Comedy', 'Family', 'Fantasy']","['paris', 'brotherbrotherrelationship', 'expensiverestaurant', 'river', 'cook', 'mouse', 'confidence', 'roof', 'window', ""leavingone'sfamily"", 'work', 'restaurantcritic', 'kitchen', 'spice', 'court', 'cookbook', 'family', 'chef', 'rat']"
119,Batman Begins,"['ChristianBale', 'MichaelCaine', 'LiamNeeson']",['ChristopherNolan'],"['Action', 'Crime', 'Drama']","['himalaya', 'martialarts', 'dccomics', 'crimefighter', 'secretidentity', 'undercover', 'hero', 'lossoffather', 'society', 'gothamcity', 'vigilante', 'superhero', 'basedoncomicbook', 'rivalry', 'tragichero', 'ninja', 'goodvsevil', 'crime', 'superpowers', 'hauntedbythepast', 'evildoctor', 'escapade', 'mastervillain', 'fightingcrime', 'unfulfillment', 'loveandromance', 'unfulfilledlove']"
120,Madagascar: Escape 2 Africa,"['BenStiller', 'JadaPinkettSmith', 'DavidSchwimmer']",['EricDarnell'],"['Family', 'Animation']","['africa', 'jealousy', 'dance', 'hunger', 'lion', 'zoo', 'hippopotamus', 'chimp', 'penguin', 'volcano', 'madagascar', 'airplane', 'zebra', 'sequel', 'shark', 'imax', 'duringcreditsstinger']"
121,Night at the Museum: Battle of the Smithsonian,"['BenStiller', 'AmyAdams', 'OwenWilson']",['ShawnLevy'],"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']","['museum', 'theodoreroosevelt', 'duringcreditsstinger', 'ameliaearhart', 'smithsonian']"
122,X-Men Origins: Wolverine,"['HughJackman', 'LievSchreiber', 'DannyHuston']",['GavinHood'],"['Adventure', 'Action', 'Thriller', 'ScienceFiction']","['corruption', 'mutant', 'boxer', 'army', 'marvelcomic', 'superhero', 'aftercreditsstinger', 'duringcreditsstinger']"
123,The Matrix Revolutions,"['KeanuReeves', 'LaurenceFishburne', 'Carrie-AnneMoss']",['LillyWachowski'],"['Adventure', 'Action', 'Thriller', 'ScienceFiction']","['savingtheworld', 'artificialintelligence', 'manvsmachine', 'flying', 'philosophy', 'fortuneteller', 'kungfu', 'undergroundworld', 'killerrobot', 'temple', 'subway', 'dream', 'sun', 'hero', 'fight', 'sunlight', 'computervirus', 'key', 'future', 'precognition', 'supercomputer', 'machinetown', 'yingyang', 'dyinganddeath', 'virtualreality', 'dystopia', 'computer', 'faith', 'worldreligion', 'truth', 'rescue', 'mission', 'cyberpunk', 'womandirector', 'yinyang', 'gnosticism']"
124,Frozen,"['KristenBell', 'IdinaMenzel', 'JonathanGroff']",['ChrisBuck'],"['Animation', 'Adventure', 'Family']","['queen', 'musical', 'princess', 'betrayal', 'snowman', 'animation', 'reindeer', 'curse', 'snow', 'troll', 'mountainclimber', 'aftercreditsstinger', 'womandirector', '3d']"
125,The Matrix Reloaded,"['KeanuReeves', 'Carrie-AnneMoss', 'LaurenceFishburne']",['LillyWachowski'],"['Adventure', 'Action', 'Thriller', 'ScienceFiction']","['savingtheworld', 'artificialintelligence', 'manvsmachine', 'martialarts', 'kungfu', 'undergroundworld', 'dream', 'hero', 'fight', 'computervirus', 'key', 'future', 'plato', 'precognition', 'rave', 'dyinganddeath', 'virtualreality', 'dystopia', 'computer', 'faith', 'worldreligion', 'truth', 'mission', 'cyberpunk', 'womandirector', 'gnosticism']"
126,Thor: The Dark World,"['ChrisHemsworth', 'NataliePortman', 'TomHiddleston']",['AlanTaylor'],"['Action', 'Adventure', 'Fantasy']","['marvelcomic', 'superhero', 'basedoncomicbook', 'hostiletakeover', 'norsemythology', 'aftercreditsstinger', 'duringcreditsstinger', 'marvelcinematicuniverse', '3d', 'asgard']"
127,Mad Max: Fury Road,"['TomHardy', 'CharlizeTheron', 'NicholasHoult']",['GeorgeMiller'],"['Action', 'Adventure', 'ScienceFiction', 'Thriller']","['future', 'chase', 'post-apocalyptic', 'dystopia', 'australia', 'rescue', 'survival', 'ontherun', 'convoy', 'peakoil', 'darkfuture']"
128,Angels & Demons,"['TomHanks', 'EwanMcGregor', 'AyeletZurer']",['RonHoward'],"['Thriller', 'Mystery']","['rome', 'vatican', 'basedonnovel', 'symbolism', 'christian', 'illuminati', 'quantummechanics', 'prequel', 'antimatter', 'conspiracy', 'investigator', 'catholicism', 'cern']"
129,Thor,"['ChrisHemsworth', 'NataliePortman', 'TomHiddleston']",['KennethBranagh'],"['Adventure', 'Fantasy', 'Action']","['newmexico', 'banishment', 'shield', 'marvelcomic', 'hammer', 'superhero', 'basedoncomicbook', 'redemption', 'norsemythology', 'aftercreditsstinger', 'marvelcinematicuniverse', '3d', 'asgard', 'odin', 'heimdall']"
130,Bolt,"['JohnTravolta', 'MileyCyrus', 'SusieEssman']",['ChrisWilliams'],"['Animation', 'Family', 'Adventure', 'Comedy']","['hamster', 'kidsandfamily', 'animal', 'catvsdog', 'duringcreditsstinger', 'dogcatfriendship', 'animallead', 'girldogrelationship']"
131,G-Force,"['SamRockwell', 'PenélopeCruz', 'TracyMorgan']",['HoytYeatman'],"['Fantasy', 'Action', 'Adventure', 'Family', 'Comedy']","['dyr', 'duringcreditsstinger']"
132,Wrath of the Titans,"['SamWorthington', 'LiamNeeson', 'RalphFiennes']",['JonathanLiebesman'],['Adventure'],"['underworld', 'hades', 'mythology', 'greekmythology', 'zeus', 'perseus', 'gods', 'ancientgreece', 'basedongreekmyth', 'ares', '3d']"
133,Dark Shadows,"['JohnnyDepp', 'MichellePfeiffer', 'HelenaBonhamCarter']",['TimBurton'],"['Comedy', 'Fantasy']","['witch', 'imprisonment', 'vampire', 'curse', 'fishoutofwater', 'chains', 'gothic', 'madness', 'oldhouse', 'lostlove', 'angrymob', '18thcentury', 'ghost', 'hiddenroom', 'oldmansion']"
134,Mission: Impossible - Rogue Nation,"['TomCruise', 'RebeccaFerguson', 'SimonPegg']",['ChristopherMcQuarrie'],"['Action', 'Adventure', 'Thriller']","['londonengland', 'spy', 'austria', 'villain', 'sequel', 'mission', 'conspiracy', 'viennaopera', 'vienna']"
135,The Wolfman,"['BeniciodelToro', 'AnthonyHopkins', 'EmilyBlunt']",['JoeJohnston'],"['Drama', 'Horror', 'Thriller']","['fathersonrelationship', 'victorianengland', 'remake', 'ruralsetting', 'werewolf']"
136,Bee Movie,"['JerrySeinfeld', 'RenéeZellweger', 'JimCummings']",['SteveHickner'],"['Family', 'Animation', 'Adventure', 'Comedy']","['factoryworker', 'tennis', 'flower', 'florist', 'flowershop', 'pilot', 'college', 'airplane', 'beehive', 'court', 'aftercreditsstinger']"
137,Kung Fu Panda 2,"['JackBlack', 'AngelinaJolie', 'DustinHoffman']",['JenniferYuhNelson'],"['Animation', 'Family']","['martialarts', 'hope', 'fleet', 'panda', 'mission', 'womandirector']"
138,The Last Airbender,"['NoahRinger', 'NicolaPeltz', 'JacksonRathbone']",['M.NightShyamalan'],"['Action', 'Adventure', 'Family', 'Fantasy']","['fire', 'ice', 'warship', 'prince', 'kingdom', 'water', 'village', 'arrest', 'remake', 'attack', 'avatar', 'air', 'spirit', 'world', 'domination', 'cheering']"
139,Mission: Impossible III,"['TomCruise', 'PhilipSeymourHoffman', 'VingRhames']",['J.J.Abrams'],"['Adventure', 'Action', 'Thriller']","['berlin', 'cia', 'vatican', 'whitehouse', 'secretidentity', 'secret', 'explosive', 'mobilephone', 'map', 'traitor', 'mask', 'honeymoon', 'shanghai', 'pretendedmurder', 'secretmission', 'letter', 'funeral', 'coveredinvestigation', 'toshootdead', 'secretagent', 'video', 'stamp', 'harddrive', 'e-mail', 'decipherment', 'suitcase', 'computer', 'revenge', 'murder', 'mission', 'hospital', 'duel', 'disguise', 'celebration', 'goodandbad', 'researchlaboratory', 'blast']"
140,White House Down,"['ChanningTatum', 'JamieFoxx', 'JoeyKing']",['RolandEmmerich'],"['Action', 'Drama', 'Thriller']","['usapresident', 'conspiracy', 'secretservice', 'thewhitehouse']"
141,Mars Needs Moms,"['SethGreen', 'JoanCusack', 'DanFogler']",['SimonWells'],"['Adventure', 'Animation', 'Family']","['boy', 'alien', 'rescue', 'martian', 'alienabduction', 'alieninvasion', ""basedonchildren'sbook"", 'duringcreditsstinger']"
142,Flushed Away,"['HughJackman', 'KateWinslet', 'IanMcKellen']",['DavidBowers'],"['Adventure', 'Animation', 'Comedy', 'Family']","['londonengland', 'underworld', 'return', 'ship', 'frog', 'girlfriend', 'rubin']"
143,Pan,"['LeviMiller', 'GarrettHedlund', 'HughJackman']",['JoeWright'],"['Adventure', 'Family', 'Fantasy']","['flying', 'magic', 'fairytale', 'peterpan', 'mermaid', 'pirate', 'fantasyworld']"
144,Mr. Peabody & Sherman,"['TyBurrell', 'MaxCharles', 'ArielWinter']",['RobMinkoff'],"['Animation', 'Adventure', 'Family']","['fathersonrelationship', 'egypt', 'intelligence', 'adoption', 'timetravel', 'boy', 'childprodigy', 'friendship', 'growingup', 'children', 'talkinganimal', 'talkingdog', 'dog', 'firstlove', 'ancientegypt', 'timetraveler', 'duringcreditsstinger', 'newschool', 'georgewashington', 'gags', 'trouble', 'timeparadox', 'prodigy']"
145,Troy,"['BradPitt', 'OrlandoBloom', 'EricBana']",['WolfgangPetersen'],"['Adventure', 'Drama', 'War']","['brotherbrotherrelationship', 'adultery', 'mythology', 'beauty', 'trojanwar', 'bravery', 'wall', 'fraud', 'hostility', 'epic', 'swordfight', 'battlefield', 'ancientworld', 'pyre', 'ancientgreece', 'trojanhorse', 'trojan', 'bronzeage', 'spartagreece', 'helenoftroy', ""homer'siliad""]"
146,Madagascar 3: Europe's Most Wanted,"['BenStiller', 'SachaBaronCohen', 'DavidSchwimmer']",['ConradVernon'],"['Animation', 'Family']","['madagascar', '3d']"
147,Die Another Day,"['PierceBrosnan', 'HalleBerry', 'RosamundPike']",['LeeTamahori'],"['Adventure', 'Action', 'Thriller']","['laser', 'britishsecretservice', 'secretserviceagent', 'spacebasedweapon']"
148,Ghostbusters,"['MelissaMcCarthy', 'KristenWiig', 'KateMcKinnon']",['PaulFeig'],"['Action', 'Fantasy', 'Comedy']","['femalefriendship', 'ghosthunting', 'reboot', 'ghost']"
149,Armageddon,"['BruceWillis', 'BillyBobThornton', 'BenAffleck']",['MichaelBay'],"['Action', 'Thriller', 'ScienceFiction', 'Adventure']","['savingtheworld', 'paris', 'moon', 'cataclysm', 'asteroid', 'selfsacrifice', 'nasa', 'spacemarine', 'lossoffather', 'daughter', 'space', 'wedding', 'astronaut', 'eiffeltowerparis', 'duringcreditsstinger', 'disastermovie', 'spacecentre']"
150,Men in Black II,"['TommyLeeJones', 'WillSmith', 'RipTorn']",['BarrySonnenfeld'],"['Action', 'Adventure', 'Comedy', 'ScienceFiction']","['savingtheworld', 'secretidentity', 'sunglasses', 'undercover', 'spacemarine', 'illegalimmigration', 'deportation', 'newidentity', 'flyingsaucer', 'light', 'firearm', 'alien', 'fictionalgovernmentagency']"
151,Beowulf,"['RayWinstone', 'AngelinaJolie', 'AnthonyHopkins']",['RobertZemeckis'],"['Adventure', 'Action', 'Animation']","['denmark', 'nordicmythology', 'lie', 'prideandvanity', 'folkhero', 'humanweakness', 'viking', 'alienation', 'festivalhall', 'sin', 'royalty', 'curse', 'battle', 'ancientworld', 'adultanimation', 'motioncapture']"
152,Kung Fu Panda 3,"['JackBlack', 'BryanCranston', 'DustinHoffman']",['JenniferYuhNelson'],"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']","['china', 'martialarts', 'kungfu', 'village', 'panda', 'sequel', 'talkinganimal', 'anthropomorphism', 'dragon', 'ancientchina', 'wuxia', 'womandirector']"
153,Mission: Impossible - Ghost Protocol,"['TomCruise', 'JeremyRenner', 'SimonPegg']",['BradBird'],"['Action', 'Thriller', 'Adventure']","['fight', 'sequel', 'mission', 'explosion', 'brokenarm', 'imax', 'nuclearthreat']"
154,Rise of the Guardians,"['ChrisPine', 'AlecBaldwin', 'JudeLaw']",['PeterRamsey'],"['Fantasy', 'Animation', 'Family']","['dream', 'santaclaus', 'nightmare', 'easterbunny', 'toothfairy', 'jackfrost', 'sandman', 'duringcreditsstinger']"
155,Fun with Dick and Jane,"['JimCarrey', 'TéaLeoni', 'AlecBaldwin']",['DeanParisot'],['Comedy'],"['basedonnovel', 'desperation', 'robber', 'hold-uprobbery', 'remake', 'suburbia', 'lossofjob', 'humiliation', 'unemployment', 'bankruptcy', 'travelagent', 'richestorags', 'bearerbonds', 'comeuppance']"
156,The Last Samurai,"['TomCruise', 'KenWatanabe', 'WilliamAtherton']",['EdwardZwick'],"['Drama', 'Action', 'War', 'History']","['japan', 'warcrimes', 'senseofguilt', 'swordplay', 'general', 'samurai', 'warveteran', 'katana', 'sword', 'armsdeal', 'homeland', 'emperor', 'languagebarrier', 'self-discovery', 'mountainvillage', 'foreignlegion', 'mercenary', 'campaign', 'commercialagreement', 'insurgence', 'leader', 'warstrategy', 'gettysburg', 'lossofhusband', 'slaughter', 'soldier', 'alcoholic', 'u.s.soldier', 'japanesearmy', '19thcentury', 'wartrauma']"
